item_id,item_name,item_category,item_subcategory,item_price,item_rating_avg,item_description,stock_quantity,launch_date
513,Eligendi Error,Otomotiv,Quod,531.15,4.65,"At aliquam dolor rem.
Nihil architecto veritatis hic doloremque nulla aut repudiandae. Sunt incidunt modi sint illum blanditiis. Similique a reiciendis ab sit nam.",13,2024-09-21
514,Optio Ullam,Kozmetik,Saepe,604.75,3.58,Eaque a rerum eius ullam iure laboriosam. Fugiat dignissimos ipsam delectus dolores quo.,389,2024-08-13
515,Ipsam Placeat,Spor,Autem,960.98,4.45,Tempore explicabo ratione mollitia voluptate similique alias. Qui nesciunt nulla repellat hic corrupti commodi.,9,2024-08-24
516,Inventore Quod,Gıda,Veniam,289.29,3.98,"Debitis debitis mollitia soluta. Doloremque aliquid voluptatem iusto natus.
Maiores quae placeat veritatis dolores. Rem beatae unde quam earum consequuntur culpa.",483,2024-10-27
517,Fugiat Labore,Spor,Praesentium,871.47,4.32,Doloribus consectetur itaque nemo eos. Aperiam fugit dicta distinctio commodi non. Sequi quasi recusandae reprehenderit iure.,264,2024-11-25
518,Exercitationem Quo,Elektronik,Accusantium,935.92,4.45,Quae tempore rerum odio aspernatur blanditiis placeat laudantium. Facere error rem laboriosam.,827,2025-01-10
519,Modi Totam,Oyuncak,Quisquam,328.74,3.68,Accusantium reprehenderit delectus earum iste. Earum impedit at at distinctio illum fugiat facilis. Optio perspiciatis voluptatibus.,49,2024-06-02
520,Quo Suscipit,Spor,Laborum,841.01,3.67,"Explicabo animi harum doloribus quod. Expedita placeat sit occaecati doloribus natus voluptatum.
Adipisci sunt ratione officiis itaque omnis. Nulla sunt omnis qui quod.",244,2024-06-04
521,Corporis Similique,Bahçe,Voluptatibus,449.69,4.63,Necessitatibus molestiae quod dolore illum placeat debitis. Exercitationem voluptate magnam amet quia. Facilis maiores reprehenderit pariatur.,617,2024-09-06
522,Mollitia Earum,Bahçe,Aut,880.52,4.6,Sapiente fugit optio quam sunt maxime. Adipisci velit molestias culpa deserunt. Corrupti nesciunt aut qui in architecto.,19,2025-01-19
523,Asperiores Ut,Mücevher,In,155.21,3.59,"Exercitationem omnis voluptate eum. Tempore a quas sint.
Consequuntur suscipit rem natus enim. Numquam esse saepe vitae doloremque maiores.",262,2024-05-10
524,Cumque Nihil,Bahçe,Quod,733.39,4.12,"Sunt nobis ea perspiciatis provident distinctio. Et illum quod eius accusantium.
Doloremque officia iure natus quis alias quibusdam. Ipsam odit excepturi repudiandae beatae eaque.",637,2024-09-27
525,Quidem Totam,Spor,Aut,225.45,4.51,Minima alias consectetur. Repudiandae veritatis quisquam. Aut iste eaque nam nulla.,174,2024-10-13
526,Autem Eius,Oyuncak,Esse,821.95,4.24,Minima ut distinctio sunt itaque. Omnis ullam sed labore nulla excepturi. Similique modi suscipit cumque aperiam. Harum suscipit praesentium dolor tempora recusandae aspernatur tempore.,226,2024-08-17
527,Impedit Praesentium,Oyuncak,Porro,384.42,4.76,Unde sunt molestiae voluptas mollitia facilis. Ratione assumenda pariatur laborum atque laborum enim. Distinctio dignissimos libero provident vero dignissimos. Rerum ut alias doloremque.,953,2024-06-20
528,Sint Voluptatem,Giyim,Commodi,675.17,3.58,Est suscipit delectus nobis cumque velit. Rem deleniti voluptas illum minima magni.,149,2024-08-13
529,Quos Cupiditate,Mücevher,Quidem,464.95,3.52,"Reiciendis deleniti sed. Quod nobis autem dolor. Quos et consequuntur dignissimos mollitia quo consectetur recusandae.
Impedit dolores quae rem. Veniam iure quam corporis commodi totam.",427,2024-05-09
530,Suscipit Repellat,Elektronik,Libero,51.67,4.15,"Dolore tempore maiores officia. Deserunt nostrum odit ad recusandae numquam.
Error nam maxime officia ex at maxime. Magni saepe eveniet eos saepe incidunt.
Maiores voluptates aperiam iure.",739,2024-09-07
531,Similique Adipisci,Kozmetik,Iste,647.03,3.67,Numquam corporis suscipit optio beatae perspiciatis. Blanditiis veniam sapiente eum deserunt consequuntur.,228,2025-01-14
532,Quasi Culpa,Oyuncak,Explicabo,12.54,4.32,Reprehenderit sint expedita laudantium incidunt.,561,2024-04-16
533,Praesentium Exercitationem,Mücevher,Nam,185.44,3.71,Minus ducimus vel alias ratione ipsa quod. Sit nihil vitae vel vitae distinctio excepturi.,492,2024-09-08
534,Ipsam Reprehenderit,Ev & Yaşam,Dolore,480.86,4.15,"Voluptas vel natus. Possimus minus repellat ab. Numquam odio enim temporibus.
Earum aut sit fugit. Consequatur cupiditate doloribus veniam. Non aliquid voluptatem perferendis veniam incidunt aperiam.",536,2024-11-01
535,Necessitatibus Voluptate,Kozmetik,Eos,447.01,3.92,Sed ut vel non corporis. Doloribus autem accusamus praesentium fugiat ducimus blanditiis omnis.,585,2024-08-09
536,Voluptatum Nesciunt,Elektronik,Accusantium,98.11,4.68,"Labore quos inventore. Perspiciatis voluptatem maiores.
Quas inventore sed quidem dolor error. Eligendi odit reiciendis suscipit cumque corrupti.",549,2024-12-18
537,Veniam Sequi,Otomotiv,Nam,674.21,4.55,Natus porro officia reprehenderit odio eligendi eveniet. Ullam in beatae ducimus pariatur quis. Commodi esse accusantium necessitatibus. Itaque modi nulla sequi aspernatur officia magnam corporis.,280,2025-02-19
538,Ex Beatae,Elektronik,Quaerat,729.39,3.62,Quidem error officia corrupti. Ipsum repellendus similique autem libero. Reprehenderit placeat molestiae esse at. Incidunt velit quisquam autem.,355,2024-08-22
539,Natus Officia,Ev & Yaşam,Minima,87.28,4.64,Officiis nobis minus excepturi quod magni porro. Fugit perspiciatis pariatur. Libero minus voluptates expedita quia incidunt. Eum ex at error.,335,2024-11-15
540,A Repudiandae,Ev & Yaşam,Nesciunt,59.23,3.62,Iusto nam animi dicta necessitatibus possimus cumque. Accusamus excepturi nisi maxime iste. Aliquam ullam harum eius iure.,32,2024-10-04
541,Eos Nobis,Giyim,Quo,393.79,3.53,"Dolorem voluptatem nostrum. Soluta molestiae rerum quo vero repellendus sapiente fuga. Magnam aperiam ea laudantium totam.
Ullam debitis eveniet dolores. Rerum saepe eum.",718,2024-04-04
542,Ipsum Ex,Gıda,Quod,236.93,3.87,"Tenetur ex doloremque amet odio quasi. Facere praesentium voluptatibus repellendus delectus dolorum nulla.
Velit consequuntur ut magnam tempora laudantium.",923,2024-07-03
543,Velit Blanditiis,Ev & Yaşam,Facilis,115.46,4.34,"Veritatis error ipsa.
Ea modi odit et. Tempore neque aspernatur rem corporis.",111,2024-07-10
544,Voluptatibus Architecto,Gıda,Iste,43.15,3.84,Culpa non ipsam et atque. Suscipit accusantium quos nisi. Animi impedit voluptas consequatur exercitationem.,677,2024-04-26
545,Aliquam Odit,Kozmetik,Repellat,749.49,3.79,Id id aspernatur illum asperiores saepe delectus. Occaecati dolorem fuga nam. Autem porro in eos deleniti suscipit dolorem.,354,2025-01-13
546,Repellendus Consectetur,Spor,Error,459.74,3.91,Architecto nostrum incidunt impedit quas labore consequatur. Nobis accusantium sunt porro unde corporis consectetur. Vero accusantium laborum est voluptates veritatis.,936,2024-04-10
547,Consequuntur Vero,Mücevher,Non,515.36,3.92,Quam repellat adipisci occaecati necessitatibus ipsam non. Nisi occaecati dolorem ratione.,682,2024-09-16
548,Cupiditate Quis,Ev & Yaşam,Sapiente,410.23,4.77,"Sapiente corrupti non aspernatur veniam quia.
Dolorum doloremque nisi. Maxime suscipit dolore magnam.
At quidem delectus deserunt odio commodi nulla. Error distinctio laborum veniam odio totam.",407,2025-01-24
549,Perferendis Praesentium,Elektronik,Harum,198.27,3.61,Perferendis architecto aut exercitationem eum quia. Provident debitis eveniet quis repellat. Totam quo maiores voluptatem. Explicabo doloribus et laudantium.,741,2024-12-02
550,Eos Reprehenderit,Otomotiv,Iste,249.32,4.42,Laboriosam minus accusamus voluptate. Pariatur ea aspernatur autem a. Quae aliquam rerum. Excepturi dolorum corrupti occaecati.,927,2024-09-26
551,Iusto Eaque,Spor,Sint,658.01,4.69,"Non laudantium quaerat libero earum aliquid quidem labore. Qui enim delectus possimus rem.
Iste nostrum autem autem.
Autem doloremque distinctio doloribus dolor id sed. Optio incidunt aliquid non.",330,2024-07-27
552,Velit Dolorum,Giyim,Tenetur,213.43,4.43,"Delectus harum debitis quo illo hic maxime. Voluptatibus sint culpa optio minima.
Accusamus ducimus possimus unde dolorem fugiat. Doloremque tempore ab provident nulla voluptatum debitis.",818,2025-03-10
553,Voluptatibus Perspiciatis,Ev & Yaşam,Delectus,289.97,4.68,"Natus ipsum excepturi minima laboriosam aperiam architecto. Iste unde eos fugit tempore odit hic quam.
Facilis velit non dolorem.",444,2024-05-02
554,Totam Repudiandae,Kitap,Suscipit,605.18,4.61,"Beatae hic quod minus minus et ex occaecati. Ab maxime consequuntur.
Iusto explicabo voluptatum fugit facere. A magni ut magnam doloribus quisquam earum fugiat.",637,2024-11-24
555,Deserunt Tempore,Giyim,Architecto,235.2,4.22,"Eius atque at. Nesciunt eligendi sint libero vero quam libero. Modi commodi at eaque maiores.
Deleniti atque reprehenderit accusantium numquam. Quos perspiciatis quis incidunt tempora.",158,2024-10-08
556,Deleniti Temporibus,Mücevher,Facere,477.91,4.42,Aliquam eos voluptatem dolores nobis ab voluptatum. Neque eius quos fuga. Eaque assumenda consequuntur sunt sapiente.,756,2024-09-30
557,Eveniet Cum,Bahçe,Commodi,316.33,4.79,"Expedita labore magni totam tempore.
Cum assumenda nihil. Dicta minus ipsam repellendus. Expedita neque maxime optio aut odit.",648,2025-03-07
558,Accusantium Illum,Giyim,Voluptates,890.3,4.05,Voluptas commodi recusandae praesentium nihil mollitia. Quidem quam numquam incidunt aut nisi autem provident. Voluptate corrupti nulla voluptate enim sed ipsa.,803,2024-07-11
559,Eos Eligendi,Ev & Yaşam,Voluptate,34.02,4.78,Non officia unde quis. Debitis modi nemo ipsa dolore ad. Ad quis ab magnam.,820,2024-08-15
560,Ullam Suscipit,Bahçe,Consectetur,662.07,4.71,"Voluptates eaque molestias aut. Eligendi culpa tempore exercitationem sunt quasi.
Amet accusantium deleniti vel quo sit numquam.",914,2024-12-16
561,Ab Dolore,Giyim,Excepturi,844.61,4.0,"Earum itaque in quam. Minus facere doloribus.
Praesentium corporis fugiat nulla eos voluptas. Voluptatum commodi aliquam delectus commodi. Reprehenderit vitae deleniti temporibus saepe fugiat.",837,2024-12-30
562,Quae Tempore,Giyim,Maiores,361.83,3.8,Esse dicta velit itaque. Optio ab cumque commodi. Laboriosam corrupti autem at molestias voluptates.,392,2024-08-26
563,Veniam Et,Mobilya,Quis,336.27,4.73,Modi enim totam tempora voluptate sint. Architecto sint quaerat est. Odit mollitia error modi voluptatem culpa officia enim.,538,2025-03-09
564,Distinctio Fugit,Gıda,Aspernatur,937.96,3.5,Sunt temporibus qui reprehenderit nisi. Aperiam eligendi quod rerum itaque dolorem nesciunt.,27,2024-10-07
565,Quos Cumque,Kozmetik,Velit,317.7,3.61,"Earum officia exercitationem porro inventore.
Impedit amet saepe repellendus debitis natus animi earum. Tempore aperiam eius similique iure aut quas illum. Magnam eaque rem vitae.",906,2024-12-11
566,Modi Labore,Oyuncak,Quam,148.99,3.88,Explicabo explicabo nostrum aliquam officia. Consequuntur nam nemo voluptas.,727,2024-03-31
567,Repellat Error,Ev & Yaşam,Perspiciatis,503.32,4.55,Voluptatibus quasi nostrum odit fugiat consequuntur cupiditate aliquid. Iure non repellat rerum. Nemo tempora ullam vero sit.,7,2024-09-11
568,Consequatur Mollitia,Kitap,Tempora,143.68,4.38,"Unde non accusantium enim. Pariatur quaerat sunt qui quas modi.
Eaque quam ad alias fugit. Pariatur voluptatibus voluptates qui magni reprehenderit. Ea asperiores repudiandae autem adipisci quas.",562,2025-02-20
569,Molestiae Minima,Oyuncak,Illo,927.5,4.49,Tempora eos magni voluptatibus. Eius repellat neque sapiente. Amet rem quis beatae nesciunt at. Quisquam architecto enim vitae sunt incidunt magnam illo.,62,2025-03-15
570,Nam Excepturi,Oyuncak,Nobis,394.68,3.84,"Sapiente sequi pariatur. Dignissimos modi nam veniam.
Quo officiis itaque aut. Ex quam voluptatibus dolore. Enim dolorum nihil deleniti ratione.",622,2024-09-29
571,Debitis Tenetur,Kozmetik,Ducimus,731.17,4.42,Incidunt nesciunt eum laboriosam fuga. Voluptates mollitia dolorem recusandae dolorum excepturi culpa. Consequuntur quisquam porro tempore adipisci magni expedita.,608,2024-09-29
572,Porro Deleniti,Kitap,Natus,620.75,3.95,Voluptatum voluptate mollitia iusto maiores sapiente rem. Saepe perspiciatis harum asperiores. Odit aperiam veritatis autem blanditiis adipisci.,666,2024-05-05
573,Deserunt Molestiae,Gıda,Inventore,502.96,3.86,Veniam optio inventore consectetur modi nobis rem doloremque. Aliquam quos veniam enim rem quis vitae. Tenetur fuga natus sunt atque molestiae.,536,2024-09-24
574,Ipsam Soluta,Spor,Natus,232.71,4.52,At autem dolor molestiae quia expedita. Amet harum dolorem excepturi illo quidem vero repellat. Quisquam aspernatur commodi harum maiores consequatur libero minus.,569,2025-02-24
575,Doloremque Maxime,Elektronik,Quibusdam,509.45,3.68,Perferendis commodi quidem neque facere distinctio placeat. Quam perspiciatis sunt blanditiis sapiente impedit.,474,2024-05-18
576,Vero Harum,Otomotiv,Ex,226.18,4.25,"Laborum quia porro laboriosam laudantium. Quaerat placeat aspernatur doloribus in. Sed in quasi.
Saepe accusantium totam quasi culpa voluptatum nemo consequuntur. Omnis minima occaecati.",507,2024-09-23
577,Rem Incidunt,Spor,Dolor,606.55,4.05,Alias ab assumenda ducimus vitae suscipit aperiam. Illo natus ea non aliquam magnam impedit saepe. Molestias voluptate itaque.,459,2024-12-20
578,Praesentium Dolores,Mobilya,Quod,969.25,4.6,Unde debitis minus atque odit. Earum ex nam a ab assumenda adipisci. Expedita eligendi error aperiam reiciendis.,848,2024-04-11
579,Officia Cumque,Ev & Yaşam,Dolor,915.89,4.77,Dicta occaecati modi tempore error beatae. Fugit eum voluptatibus dolorum iusto. Laboriosam sequi iusto similique perferendis fuga et. Facilis quos facere repudiandae.,828,2025-03-09
580,Deleniti Quia,Ev & Yaşam,Optio,866.11,4.4,"Consectetur tempore cum soluta.
Distinctio laborum modi. Omnis nam sit.
Quasi dolorum sit dolorem eum. Ipsum expedita quo totam. Labore veritatis tempora.",934,2024-03-17
581,Veniam Pariatur,Ev & Yaşam,Dolor,594.15,3.99,"Voluptas sit labore facilis ad optio. Deserunt dolor cupiditate dolorum occaecati.
Unde sit omnis deleniti nostrum corrupti quasi. Fuga ipsam aliquid repellat quasi.",135,2024-11-12
582,Ipsam Accusamus,Bahçe,Architecto,98.84,4.56,"Numquam perspiciatis soluta culpa optio quibusdam dolorem.
Porro id quod saepe quia dignissimos. Placeat tempora unde.",455,2025-01-16
583,Accusamus Nostrum,Oyuncak,Alias,950.91,3.54,Temporibus debitis tempora inventore consequatur. Fugit minima incidunt. Suscipit aliquid non.,816,2024-07-09
584,Repellat Delectus,Mobilya,Optio,188.38,4.31,"Iste at tempora minus enim vel. Qui tempora eligendi.
Quibusdam maxime architecto. Adipisci ab explicabo laborum quos saepe. Placeat aspernatur voluptatum eius voluptatem.",635,2024-12-01
585,Totam At,Kitap,Sed,734.67,3.58,Et dolorem corporis natus culpa. Illum expedita sed consequuntur. Nostrum dolorem labore repudiandae dolorem. Nulla debitis dolorem asperiores sit cumque ab.,579,2024-10-27
586,Illo Similique,Oyuncak,Impedit,494.1,3.85,Sunt porro doloribus accusamus rem aperiam deserunt. Illo assumenda molestias debitis. Vero esse voluptas velit hic.,299,2024-03-26
587,Delectus Iure,Oyuncak,Sapiente,130.66,4.5,"Quas voluptatem fugit ea autem. Quidem tempore soluta nesciunt reprehenderit. Amet fugiat modi velit.
Nam suscipit mollitia beatae ducimus. Beatae rem aliquid vitae deleniti illo eveniet perferendis.",685,2024-04-07
588,Ex Sunt,Oyuncak,Veritatis,862.9,3.96,"Quis cumque inventore. Eligendi illum inventore nam facere placeat.
Doloremque natus doloremque ex suscipit. Ipsa quae nulla facilis reiciendis eius laudantium.",86,2024-12-05
589,Ipsum Occaecati,Gıda,Et,871.44,4.19,Quia itaque vel magnam quibusdam. Earum nihil harum dolore quos id assumenda. Quas dolores ipsum labore saepe minus necessitatibus ex.,27,2024-12-24
590,Quas Ratione,Bahçe,Fugit,823.76,3.7,Sequi fuga perferendis occaecati porro. Fugiat exercitationem doloribus accusantium eaque. Debitis aliquam quas consectetur nisi.,691,2024-06-06
591,A Quo,Kozmetik,Corrupti,844.61,4.08,"Ab magni sapiente ipsam reprehenderit libero.
Animi inventore beatae doloribus enim. Voluptatibus ex asperiores laborum. Assumenda dignissimos ipsum atque ut.",388,2024-12-10
592,Dicta Excepturi,Ev & Yaşam,Ea,826.01,4.17,Eos voluptatum totam excepturi voluptate suscipit. Cumque ut adipisci consequatur nobis animi laudantium dolorum. Beatae eius molestiae possimus alias tempore.,426,2024-10-08
593,Commodi Doloribus,Elektronik,Quod,23.93,3.91,Rem veritatis repellendus quaerat inventore animi. Accusantium natus temporibus quaerat.,811,2024-09-01
594,Vel Quos,Gıda,Deserunt,263.75,3.83,Iste accusamus recusandae dolores consequuntur officia repellendus. Debitis quia quisquam nemo.,377,2024-10-16
595,Unde Impedit,Ev & Yaşam,Voluptatem,271.55,4.5,Veniam expedita dolores officiis quaerat. Dolore dolores adipisci rem non deleniti. Ratione ipsa velit ducimus ipsum.,450,2024-03-28
596,Dolorem Quia,Giyim,Quae,830.22,4.15,Dicta ullam molestiae quibusdam excepturi. Consequatur harum alias rem consectetur blanditiis voluptates.,742,2024-08-11
597,Necessitatibus Asperiores,Mobilya,Ducimus,494.66,3.91,Numquam voluptas dolore vero numquam numquam. Nulla laboriosam quam explicabo ad ex. Facilis eaque autem cumque possimus ullam. Est unde hic officiis totam sint quis iure.,790,2025-03-04
598,Expedita Praesentium,Mücevher,Accusamus,327.92,4.24,Odit eaque voluptas quo reprehenderit voluptatum odio. Tempora suscipit nulla rerum corporis. Harum vero ipsum voluptates labore dicta ullam.,196,2024-07-10
599,Earum Itaque,Giyim,Quasi,217.14,4.26,"Ea laudantium consequuntur. Minus cum hic corporis reprehenderit.
Non voluptates eum quidem quaerat hic neque. Hic voluptatibus veniam eligendi optio beatae.",492,2024-05-31
600,Libero Quibusdam,Mobilya,Similique,396.33,3.96,Natus explicabo amet qui consequuntur reiciendis tenetur.,6,2025-01-11
601,Quo Distinctio,Ev & Yaşam,Beatae,147.4,4.52,"Laboriosam quae cupiditate doloremque. Fuga molestias ad sint. Magni doloremque earum veniam.
Placeat inventore modi et aut. Officiis distinctio fuga quo ducimus quae.",614,2025-02-13
602,Tempora Minima,Mobilya,Culpa,858.53,4.56,"Nulla dolores est.
Repellat perspiciatis consequatur dolores dolorem sint culpa. Error porro vero sapiente quod. Sapiente molestias soluta unde quas eveniet repellat.",224,2024-12-22
603,Accusantium Laborum,Gıda,Minima,909.06,4.26,"Deserunt rerum dignissimos ea aperiam in ex. Aliquid recusandae magnam iure sed rerum id illo. Facere vel commodi aliquid.
Sunt totam doloremque qui ea.",101,2024-09-16
604,Dolorum Sapiente,Kozmetik,Nisi,14.44,4.43,Atque quaerat error consequuntur. Veniam explicabo ducimus dolores dolorem in. Hic soluta nostrum sequi laborum molestiae.,823,2024-05-08
605,Maiores Accusantium,Kozmetik,Saepe,465.56,3.81,"Repellendus consectetur esse vero error quasi sint. Ipsam rerum pariatur iste id molestiae.
Possimus tenetur facere quos similique cumque voluptates.",953,2024-05-23
606,Illo Maxime,Giyim,Tempore,846.16,4.72,"Asperiores autem sequi nemo voluptatem facere harum. Amet quidem beatae excepturi sed enim ab.
Laboriosam similique explicabo vel.",299,2024-10-17
607,Eveniet Dolores,Gıda,Ipsa,554.88,3.94,Minus dolorem dolore omnis atque distinctio. Labore labore qui quidem dolorum repellendus.,963,2024-05-31
608,Impedit Dolor,Kitap,Sunt,860.99,4.37,"Quod quasi consectetur. Sunt in similique excepturi itaque fugiat totam.
Tempora architecto assumenda at dolorum. Repellendus fuga unde ad quis. Commodi reiciendis sint dolor nisi est dolorem.",408,2025-02-24
609,Id Placeat,Kitap,Architecto,881.8,4.12,"Porro corrupti consequuntur id dolorum. Commodi laborum cumque rerum in optio culpa.
Vero odio exercitationem aliquid ea dolore. Deleniti fugit quos facilis id. Aperiam earum repudiandae non totam.",479,2024-05-26
610,Dicta Pariatur,Spor,Accusamus,526.43,3.76,Velit dolor ratione eveniet neque quisquam laborum. Laudantium et totam quae aspernatur officia corporis. Neque quis sapiente aspernatur eligendi eum omnis.,324,2024-09-22
611,Culpa Esse,Oyuncak,Doloremque,441.86,4.75,"Amet adipisci distinctio laudantium praesentium voluptates.
Minus dolore facilis cupiditate repellat nulla. Aperiam iste perferendis officia. Perferendis suscipit illo voluptates.",932,2024-04-16
612,Laudantium Nobis,Otomotiv,Voluptatibus,431.18,3.88,Quis error asperiores natus. Labore alias quia distinctio soluta tenetur. Ratione nulla ea rerum veritatis.,694,2024-10-30
613,Eos Nobis,Mücevher,Ab,220.69,3.92,Optio illum quaerat. Inventore odit blanditiis impedit minima eaque ipsam modi. Iste explicabo odio optio accusamus quae.,438,2024-06-07
614,Fugit Fuga,Otomotiv,Ab,649.96,4.69,Rerum asperiores doloribus minus ut. Nulla sequi deserunt sapiente sequi sequi. Occaecati dignissimos consequuntur illum est sequi.,126,2024-07-05
615,Maiores Aut,Ev & Yaşam,Laboriosam,530.88,3.58,Unde odit reiciendis perferendis at vel libero enim. Ad ab unde accusantium qui. Deleniti impedit sequi sed inventore consequuntur.,70,2024-06-28
616,Molestiae Nihil,Kozmetik,Natus,283.29,4.03,Consectetur vero a quo autem velit numquam. Fuga id ipsum minus repellat iure in. Est quae in voluptates quaerat in. Asperiores sit nesciunt dolorum animi.,925,2025-01-11
617,Nemo Porro,Gıda,Iste,263.61,3.54,"Et animi eum voluptate. Asperiores neque doloribus.
Labore consequatur delectus quod. Tempore mollitia hic natus. Officia accusamus nam accusamus rerum et alias.",446,2024-04-14
618,Omnis Porro,Ev & Yaşam,Optio,605.77,3.85,Dignissimos magni fuga adipisci. Corrupti nobis beatae laborum. Laboriosam voluptatum accusantium maiores reprehenderit.,457,2025-01-04
619,Minima Consequatur,Kitap,Cum,666.21,3.59,"Doloribus illo nisi adipisci blanditiis illum explicabo.
Nam sapiente accusamus a vitae modi nulla. Tempore quasi sed eligendi. Non aliquam placeat saepe perspiciatis rerum quos quia.",901,2024-06-29
620,Eaque Dolore,Mobilya,Quis,476.47,4.49,Inventore impedit laboriosam incidunt reiciendis voluptas. Eaque voluptate molestias doloremque. Perferendis reiciendis minus magnam quam nam.,531,2024-11-11
621,In Odit,Mücevher,Odit,85.53,4.06,Unde porro quaerat necessitatibus. Accusantium libero repudiandae voluptate neque accusantium dolore. Perspiciatis sed ratione voluptatum fugiat accusantium.,874,2024-03-25
622,Eos Voluptas,Otomotiv,Porro,520.06,3.76,"Nobis excepturi sit iste. Tenetur enim doloribus consequatur necessitatibus.
Sit facilis nesciunt id alias reprehenderit. Excepturi ipsa quas hic eligendi quasi placeat sapiente.",28,2024-03-19
623,Quam Repellat,Mobilya,Corrupti,805.58,3.82,Deserunt optio voluptas aliquid dolor iusto ullam. Voluptatibus numquam officia voluptatibus. Doloremque excepturi sit sequi pariatur asperiores amet.,220,2024-09-01
624,Totam Vel,Giyim,Voluptatibus,220.77,4.75,Velit minus dolorem corporis ea distinctio assumenda. Ullam repellendus repudiandae officiis explicabo illo perferendis. Dolorem beatae quaerat sapiente vitae.,445,2024-12-15
625,Dolorem A,Otomotiv,Consectetur,786.35,4.73,"Deleniti quidem at repudiandae. Delectus aperiam facilis voluptate aperiam ipsa repellendus mollitia.
Sunt dolore laboriosam harum aut magnam quasi qui.",553,2024-11-15
626,Quis Iusto,Oyuncak,Illum,61.65,4.3,Temporibus veritatis commodi saepe vero. Aliquam amet eligendi laborum reprehenderit blanditiis ipsam. Dignissimos sequi dolores possimus nesciunt.,233,2024-12-12
627,Possimus Placeat,Kitap,Optio,361.4,3.69,Rerum aut praesentium eos rerum. Exercitationem veritatis animi impedit. Quis optio enim aliquam.,181,2025-03-06
628,Animi At,Ev & Yaşam,Commodi,959.13,4.41,Blanditiis labore in possimus totam voluptas. Eius ipsa voluptatibus a eius aliquid vero distinctio. Cumque eos fuga iure in.,340,2024-07-11
629,Modi Cupiditate,Gıda,Molestiae,779.07,3.55,Minus eum aut laudantium odio suscipit. Architecto officiis natus excepturi dignissimos sunt est. Iste saepe perferendis.,390,2024-11-13
630,Esse Rem,Oyuncak,Adipisci,554.66,4.04,Similique aut vero expedita. Eligendi repellat nostrum dolorem.,747,2025-03-06
631,Quos Quibusdam,Elektronik,Eius,815.46,3.56,"Maxime provident quas laborum facilis. Consequatur asperiores voluptate.
Eaque velit autem adipisci culpa odit. Delectus laudantium at laborum.
Nulla doloribus animi consectetur incidunt nostrum.",642,2024-11-09
632,Commodi Nobis,Ev & Yaşam,Iure,483.82,4.78,"Velit cum magnam cum laborum distinctio. Deleniti minus atque cum consequatur voluptatum dolorem.
Deserunt neque odit nihil veniam.",524,2024-11-30
633,Officiis Asperiores,Ev & Yaşam,Minima,223.74,4.1,"Omnis laudantium culpa quia accusamus eligendi dolores. Ipsa optio nihil error magnam.
Porro nisi dolores nulla necessitatibus. Beatae ad id pariatur laudantium odio fuga. Quia saepe amet fugit sunt.",266,2025-03-01
634,Doloribus Error,Mücevher,Placeat,896.57,4.78,Est suscipit expedita numquam deserunt. Provident numquam maiores recusandae ea aspernatur. Provident quas labore sunt.,954,2024-12-11
635,Consequuntur Neque,Otomotiv,Quibusdam,258.06,4.13,Ea ea officiis placeat. Omnis illo ipsum possimus commodi tempora facilis. Molestiae quaerat recusandae quisquam maiores nisi itaque adipisci.,90,2024-11-11
636,Dignissimos Accusamus,Bahçe,Nostrum,283.14,4.55,Quod quisquam voluptate minus temporibus. Beatae aliquam eligendi harum sed. Recusandae tenetur commodi dignissimos.,92,2024-05-28
637,Iusto Rem,Otomotiv,Animi,203.6,4.46,Libero facilis corrupti ipsa dignissimos odit doloribus. Veritatis quia corrupti hic explicabo ea nobis.,561,2024-07-01
638,Tempora Quae,Oyuncak,Laboriosam,155.05,3.72,Mollitia praesentium accusamus eveniet doloribus vero ratione. Rem laudantium odit nihil optio unde. Voluptatum tenetur nesciunt quam vel deserunt facilis.,628,2024-08-30
639,Nisi Repellendus,Mobilya,Cupiditate,526.75,4.38,"Possimus natus accusamus ipsum excepturi minus vel. Ducimus voluptates atque quis est.
Aliquid at vel eveniet. Delectus exercitationem soluta iusto.",864,2024-10-02
640,Deserunt Quibusdam,Gıda,Ea,838.56,3.56,Voluptate repudiandae ipsa accusantium adipisci minus nulla. Quidem doloremque accusantium quae. Quidem non necessitatibus doloribus quasi saepe totam.,597,2025-01-04
641,Eaque Quos,Spor,Quod,221.72,3.67,"Doloremque vel tempora quisquam. Placeat qui temporibus sequi doloremque.
Quidem consequuntur blanditiis ex. Consectetur debitis sint a id fuga.",165,2024-09-30
642,Consequuntur Vero,Otomotiv,Reiciendis,255.3,3.59,"Non debitis eaque blanditiis. A ut vel voluptate voluptates veniam.
Debitis nobis sequi neque. Necessitatibus eveniet incidunt vel. Accusamus provident tempora quaerat eius.",392,2024-03-17
643,Facere Cum,Mücevher,Nisi,958.68,3.73,"Dolores ea temporibus. Veniam maxime ex suscipit. Eaque fugit voluptates nesciunt.
Recusandae iusto saepe. Doloribus voluptas placeat maxime odio beatae tempore.",667,2024-05-15
644,Minus Excepturi,Elektronik,Fuga,765.18,4.37,Facere cumque voluptates. Error nihil id sint adipisci recusandae impedit. Accusamus veritatis animi eos voluptatum.,222,2024-10-03
